date,fighter a,fighter b,result
"December 30, 2011",Nate Diaz,Donald Cerrone,win
"December 30, 2011",Johny Hendricks,Jon Fitch,win
"December 30, 2011",Alexander Gustafsson,Vladimir Matyushenko,win
"December 30, 2011",Jimy Hettes,Nam Phan,win
"December 30, 2011",Ross Pearson,Junior Assuncao,win
"December 30, 2011",Danny Castillo,Anthony Njokuani,win
"December 30, 2011",Dong Hyun Kim,Sean Pierson,win
"December 30, 2011",Jacob Volkmann,Efrain Escudero,win
"December 30, 2011",Diego Nunes,Manvel Gamburyan,win
"December 10, 2011",Jon Jones,Lyoto Machida,win
"December 10, 2011",Frank Mir,Antonio Rodrigo Nogueira,win
"December 10, 2011",Rogerio Nogueira,Tito Ortiz,win
"December 10, 2011",Brian Ebersole,Claude Patrick,win
"December 10, 2011",Chan Sung Jung,Mark Hominick,win
"December 10, 2011",Igor Pokrajac,Krzysztof Soszynski,win
"December 10, 2011",Constantinos Philippou,Jared Hamman,win
"December 10, 2011",Dennis Hallman,John Makdessi,win
"December 10, 2011",Yves Jabouin,Walel Watson,win
"December 10, 2011",Mark Bocek,Nik Lentz,win
"December 10, 2011",Jake Hecht,Rich Attonito,win
"December 10, 2011",John Cholish,Mitch Clarke,win
"December 03, 2011",Michael Bisping,Jason Miller,win
"December 03, 2011",Diego Brandao,Dennis Bermudez,win
"December 03, 2011",John Dodson,TJ Dillashaw,win
"December 03, 2011",Tony Ferguson,Yves Edwards,win
"December 03, 2011",Johnny Bedford,Louis Gaudinot,win
"December 03, 2011",Marcus Brimage,Stephen Bass,win
"December 03, 2011",John Albert,Dustin Pague,win
"December 03, 2011",Roland Delorme,Josh Ferguson,win
"December 03, 2011",Steven Siler,Josh Clopton,win
"December 03, 2011",Bryan Caraway,Dustin Neace,win
"November 19, 2011",Dan Henderson,Mauricio Rua,win
"November 19, 2011",Wanderlei Silva,Cung Le,win
"November 19, 2011",Urijah Faber,Brian Bowles,win
"November 19, 2011",Martin Kampmann,Rick Story,win
"November 19, 2011",Stephan Bonnar,Kyle Kingsbury,win
"November 19, 2011",Ryan Bader,Jason Brilz,win
"November 19, 2011",Michael McDonald,Alex Soto,win
"November 19, 2011",Chris Weidman,Tom Lawlor,win
"November 19, 2011",Gleison Tibau,Rafael Dos Anjos,win
"November 19, 2011",Miguel Torres,Nick Pace,win
"November 19, 2011",Seth Baczynski,Matt Brown,win
"November 19, 2011",Danny Castillo,Shamar Bailey,win
"November 12, 2011",Junior Dos Santos,Cain Velasquez,win
"November 12, 2011",Benson Henderson,Clay Guida,win
"November 12, 2011",Dustin Poirier,Pablo Garza,win
"November 12, 2011",Ricardo Lamas,Cub Swanson,win
"November 12, 2011",DaMarques Johnson,Clay Harvison,win
"November 12, 2011",Darren Uyenoyama,Norifumi Yamamoto,win
"November 12, 2011",Mackens Semerzier,Robert Peralta,nc
"November 12, 2011",Alex Caceres,Cole Escovedo,win
"November 12, 2011",Mike Pierce,Paul Bradley,win
"November 12, 2011",Aaron Rosa,Matt Lucas,win
"November 05, 2011",Mark Munoz,Chris Leben,win
"November 05, 2011",Renan Barao,Brad Pickett,win
"November 05, 2011",Thiago Alves,Papy Abedi,win
"November 05, 2011",Anthony Perosh,Cyrille Diabate,win
"November 05, 2011",Terry Etim,Edward Faaloloto,win
"November 05, 2011",John Maguire,Justin Edwards,win
"November 05, 2011",Philip De Fries,Rob Broughton,win
"November 05, 2011",Michihiro Omigawa,Jason Young,win
"November 05, 2011",Che Mills,Chris Cope,win
"November 05, 2011",Chris Cariaso,Vaughan Lee,win
"October 29, 2011",Nick Diaz,BJ Penn,win
"October 29, 2011",Cheick Kongo,Matt Mitrione,win
"October 29, 2011",Roy Nelson,Mirko Filipovic,win
"October 29, 2011",Scott Jorgensen,Jeff Curran,win
"October 29, 2011",Hatsu Hioki,George Roop,win
"October 29, 2011",Donald Cerrone,Dennis Siver,win
"October 29, 2011",Bart Palaszewski,Tyson Griffin,win
"October 29, 2011",Brandon Vera,Eliot Marshall,win
"October 29, 2011",Ramsey Nijem,Danny Downes,win
"October 29, 2011",Francis Carmont,Chris Camozzi,win
"October 29, 2011",Clifford Starks,Dustin Jacoby,win
"October 08, 2011",Frankie Edgar,Gray Maynard,win
"October 08, 2011",Jose Aldo,Kenny Florian,win
"October 08, 2011",Chael Sonnen,Brian Stann,win
"October 08, 2011",Nam Phan,Leonard Garcia,win
"October 08, 2011",Joe Lauzon,Melvin Guillard,win
"October 08, 2011",Demian Maia,Jorge Santiago,win
"October 08, 2011",Anthony Pettis,Jeremy Stephens,win
"October 08, 2011",Stipe Miocic,Joey Beltran,win
"October 08, 2011",Darren Elkins,Zhang Tiequan,win
"October 08, 2011",Aaron Simpson,Eric Schafer,win
"October 08, 2011",Mike Massenzio,Steve Cantwell,win
"October 01, 2011",Dominick Cruz,Demetrious Johnson,win
"October 01, 2011",Stefan Struve,Pat Barry,win
"October 01, 2011",Anthony Johnson,Charlie Brenneman,win
"October 01, 2011",Matt Wiman,Mac Danzig,win
"October 01, 2011",Yves Edwards,Rafaello Oliveira,win
"October 01, 2011",Paul Sass,Michael Johnson,win
"October 01, 2011",Mike Easton,Byron Bloodworth,win
"October 01, 2011",TJ Grant,Shane Roller,win
"October 01, 2011",Josh Neer,Keith Wisniewski,win
"October 01, 2011",Walel Watson,Joseph Sandoval,win
"September 24, 2011",Jon Jones,Quinton Jackson,win
"September 24, 2011",Josh Koscheck,Matt Hughes,win
"September 24, 2011",Mark Hunt,Ben Rothwell,win
"September 24, 2011",Travis Browne,Rob Broughton,win
"September 24, 2011",Nate Diaz,Takanori Gomi,win
"September 24, 2011",Tony Ferguson,Aaron Riley,win
"September 24, 2011",Tim Boetsch,Nick Ring,win
"September 24, 2011",Junior Assuncao,Eddie Yagin,win
"September 24, 2011",Takeya Mizugaki,Cole Escovedo,win
"September 24, 2011",James Te Huna,Ricardo Romero,win
"September 17, 2011",Jake Ellenberger,Jake Shields,win
"September 17, 2011",Court McGee,Dongi Yang,win
"September 17, 2011",Erik Koch,Jonathan Brookins,win
"September 17, 2011",Alan Belcher,Jason MacDonald,win
"September 17, 2011",Vagner Rocha,Cody McKenzie,win
"September 17, 2011",Evan Dunham,Shamar Bailey,win
"September 17, 2011",Lance Benoist,Matthew Riddle,win
"September 17, 2011",Ken Stone,Donny Walker,win
"September 17, 2011",Seth Baczynski,Clay Harvison,win
"September 17, 2011",TJ Waldburger,Mike Stumpf,win
"September 17, 2011",Robert Peralta,Mike Lullo,win
"September 17, 2011",Justin Edwards,Jorge Lopez,win
"August 27, 2011",Anderson Silva,Yushin Okami,win
"August 27, 2011",Mauricio Rua,Forrest Griffin,win
"August 27, 2011",Edson Barboza,Ross Pearson,win
"August 27, 2011",Antonio Rodrigo Nogueira,Brendan Schaub,win
"August 27, 2011",Stanislav Nedkov,Luiz Cane,win
"August 27, 2011",Thiago Tavares,Spencer Fisher,win
"August 27, 2011",Rousimar Palhares,Dan Miller,win
"August 27, 2011",Paulo Thiago,David Mitchell,win
"August 27, 2011",Raphael Assuncao,Johnny Eduardo,win
"August 27, 2011",Erick Silva,Luis Ramos,win
"August 27, 2011",Iuri Alcantara,Felipe Arantes,win
"August 27, 2011",Yves Jabouin,Ian Loveland,win
"August 14, 2011",Chris Lytle,Dan Hardy,win
"August 14, 2011",Benson Henderson,Jim Miller,win
"August 14, 2011",Donald Cerrone,Charles Oliveira,win
"August 14, 2011",Duane Ludwig,Amir Sadollah,win
"August 14, 2011",Jared Hamman,CB Dollaway,win
"August 14, 2011",Joseph Benavidez,Eddie Wineland,win
"August 14, 2011",Ed Herman,Kyle Noke,win
"August 14, 2011",Ronny Markes,Karlos Vemola,win
"August 14, 2011",Jimy Hettes,Alex Caceres,win
"August 14, 2011",Cole Miller,TJ O'Brien,win
"August 14, 2011",Jacob Volkmann,Danny Castillo,win
"August 14, 2011",Edwin Figueroa,Jason Reinhardt,win
"August 06, 2011",Rashad Evans,Tito Ortiz,win
"August 06, 2011",Vitor Belfort,Yoshihiro Akiyama,win
"August 06, 2011",Brian Ebersole,Dennis Hallman,win
"August 06, 2011",Constantinos Philippou,Jorge Rivera,win
"August 06, 2011",Rory MacDonald,Mike Pyle,win
"August 06, 2011",Alexander Gustafsson,Matt Hamill,win
"August 06, 2011",Chad Mendes,Rani Yahya,win
"August 06, 2011",Ivan Menjivar,Nick Pace,win
"August 06, 2011",Johny Hendricks,Mike Pierce,win
"August 06, 2011",Mike Brown,Nam Phan,win
"August 06, 2011",Rafael Natal,Paul Bradley,win
"July 02, 2011",Dominick Cruz,Urijah Faber,win
"July 02, 2011",Chris Leben,Wanderlei Silva,win
"July 02, 2011",Dennis Siver,Matt Wiman,win
"July 02, 2011",Tito Ortiz,Ryan Bader,win
"July 02, 2011",Carlos Condit,Dong Hyun Kim,win
"July 02, 2011",Melvin Guillard,Shane Roller,win
"July 02, 2011",Rafael Dos Anjos,George Sotiropoulos,win
"July 02, 2011",Brian Bowles,Takeya Mizugaki,win
"July 02, 2011",Aaron Simpson,Brad Tavares,win
"July 02, 2011",Anthony Njokuani,Andre Winner,win
"July 02, 2011",Jeff Hougland,Donny Walker,win
"June 26, 2011",Cheick Kongo,Pat Barry,win
"June 26, 2011",Charlie Brenneman,Rick Story,win
"June 26, 2011",Matt Brown,John Howard,win
"June 26, 2011",Matt Mitrione,Christian Morecraft,win
"June 26, 2011",Tyson Griffin,Manvel Gamburyan,win
"June 26, 2011",Javier Vazquez,Joe Stevenson,win
"June 26, 2011",Joe Lauzon,Curt Warburton,win
"June 26, 2011",Rich Attonito,Daniel Roberts,win
"June 26, 2011",Nik Lentz,Charles Oliveira,nc
"June 26, 2011",Ricardo Lamas,Matt Grice,win
"June 26, 2011",Michael Johnson,Edward Faaloloto,win
"June 11, 2011",Junior Dos Santos,Shane Carwin,win
"June 11, 2011",Kenny Florian,Diego Nunes,win
"June 11, 2011",Mark Munoz,Demian Maia,win
"June 11, 2011",Dave Herman,Jon Olav Einemo,win
"June 11, 2011",Donald Cerrone,Vagner Rocha,win
"June 11, 2011",Sam Stout,Yves Edwards,win
"June 11, 2011",Chris Weidman,Jesse Bongfeldt,win
"June 11, 2011",Krzysztof Soszynski,Mike Massenzio,win
"June 11, 2011",Nick Ring,James Head,win
"June 11, 2011",Dustin Poirier,Jason Young,win
"June 11, 2011",Joey Beltran,Aaron Rosa,win
"June 11, 2011",Darren Elkins,Michihiro Omigawa,win
"June 04, 2011",Tony Ferguson,Ramsey Nijem,win
"June 04, 2011",Clay Guida,Anthony Pettis,win
"June 04, 2011",Ed Herman,Tim Credeur,win
"June 04, 2011",Kyle Kingsbury,Fabio Maldonado,win
"June 04, 2011",Chris Cope,Chuck O'Neil,win
"June 04, 2011",Jeremy Stephens,Danny Downes,win
"June 04, 2011",George Roop,Josh Grispi,win
"June 04, 2011",Shamar Bailey,Ryan McGillivray,win
"June 04, 2011",Clay Harvison,Justin Edwards,win
"June 04, 2011",Scott Jorgensen,Ken Stone,win
"June 04, 2011",Reuben Duran,Francisco Rivera,win
"May 28, 2011",Quinton Jackson,Matt Hamill,win
"May 28, 2011",Frank Mir,Roy Nelson,win
"May 28, 2011",Travis Browne,Stefan Struve,win
"May 28, 2011",Rick Story,Thiago Alves,win
"May 28, 2011",Brian Stann,Jorge Santiago,win
"May 28, 2011",Demetrious Johnson,Miguel Torres,win
"May 28, 2011",Tim Boetsch,Kendall Grove,win
"May 28, 2011",Gleison Tibau,Rafaello Oliveira,win
"May 28, 2011",Michael McDonald,Chris Cariaso,win
"May 28, 2011",Renan Barao,Cole Escovedo,win
"April 30, 2011",Georges St-Pierre,Jake Shields,win
"April 30, 2011",Jose Aldo,Mark Hominick,win
"April 30, 2011",Lyoto Machida,Randy Couture,win
"April 30, 2011",Vladimir Matyushenko,Jason Brilz,win
"April 30, 2011",Benson Henderson,Mark Bocek,win
"April 30, 2011",Rory MacDonald,Nate Diaz,win
"April 30, 2011",Jake Ellenberger,Sean Pierson,win
"April 30, 2011",Claude Patrick,Daniel Roberts,win
"April 30, 2011",Ivan Menjivar,Charlie Valencia,win
"April 30, 2011",Jason MacDonald,Ryan Jensen,win
"April 30, 2011",John Makdessi,Kyle Watson,win
"April 30, 2011",Pablo Garza,Yves Jabouin,win
"March 26, 2011",Phil Davis,Rogerio Nogueira,win
"March 26, 2011",Anthony Johnson,Dan Hardy,win
"March 26, 2011",Amir Sadollah,DaMarques Johnson,win
"March 26, 2011",Chan Sung Jung,Leonard Garcia,win
"March 26, 2011",Mike Russow,Jon Madsen,win
"March 26, 2011",Mackens Semerzier,Alex Caceres,win
"March 26, 2011",John Hathaway,Kris McCray,win
"March 26, 2011",Michael McDonald,Edwin Figueroa,win
"March 26, 2011",Christian Morecraft,Sean McCorkle,win
"March 26, 2011",Johny Hendricks,TJ Waldburger,win
"March 26, 2011",Aaron Simpson,Mario Miranda,win
"March 26, 2011",Nik Lentz,Waylon Lowe,win
"March 19, 2011",Jon Jones,Mauricio Rua,win
"March 19, 2011",Urijah Faber,Eddie Wineland,win
"March 19, 2011",Jim Miller,Kamal Shalorus,win
"March 19, 2011",Nate Marquardt,Dan Miller,win
"March 19, 2011",Brendan Schaub,Mirko Filipovic,win
"March 19, 2011",Luiz Cane,Eliot Marshall,win
"March 19, 2011",Edson Barboza,Anthony Njokuani,win
"March 19, 2011",Mike Pyle,Ricardo Almeida,win
"March 19, 2011",Gleison Tibau,Kurt Pellegrino,win
"March 19, 2011",Joseph Benavidez,Ian Loveland,win
"March 19, 2011",Nick Catone,Constantinos Philippou,win
"March 19, 2011",Erik Koch,Raphael Assuncao,win
"March 03, 2011",Diego Sanchez,Martin Kampmann,win
"March 03, 2011",Mark Munoz,CB Dollaway,win
"March 03, 2011",Chris Weidman,Alessio Sakara,win
"March 03, 2011",Brian Bowles,Damacio Page,win
"March 03, 2011",Cyrille Diabate,Steve Cantwell,win
"March 03, 2011",Danny Castillo,Joe Stevenson,win
"March 03, 2011",Shane Roller,Thiago Tavares,win
"March 03, 2011",Takeya Mizugaki,Reuben Duran,win
"March 03, 2011",Dongi Yang,Rob Kimmons,win
"March 03, 2011",Rousimar Palhares,David Branch,win
"March 03, 2011",Igor Pokrajac,Todd Brown,win
"February 26, 2011",BJ Penn,Jon Fitch,draw
"February 26, 2011",Michael Bisping,Jorge Rivera,win
"February 26, 2011",Dennis Siver,George Sotiropoulos,win
"February 26, 2011",Brian Ebersole,Chris Lytle,win
"February 26, 2011",Kyle Noke,Chris Camozzi,win
"February 26, 2011",Ross Pearson,Spencer Fisher,win
"February 26, 2011",Alexander Gustafsson,James Te Huna,win
"February 26, 2011",Nick Ring,Riki Fukuda,win
"February 26, 2011",Anthony Perosh,Tom Blackledge,win
"February 26, 2011",Zhang Tiequan,Jason Reinhardt,win
"February 26, 2011",Mark Hunt,Chris Tuchscherer,win
"February 26, 2011",Curt Warburton,Maciej Jewtuszko,win
"February 05, 2011",Anderson Silva,Vitor Belfort,win
"February 05, 2011",Forrest Griffin,Rich Franklin,win
"February 05, 2011",Jon Jones,Ryan Bader,win
"February 05, 2011",Jake Ellenberger,Carlos Eduardo Rocha,win
"February 05, 2011",Miguel Torres,Antonio Banuelos,win
"February 05, 2011",Donald Cerrone,Paul Kelly,win
"February 05, 2011",Chad Mendes,Michihiro Omigawa,win
"February 05, 2011",Demetrious Johnson,Norifumi Yamamoto,win
"February 05, 2011",Paul Taylor,Gabe Ruediger,win
"February 05, 2011",Kyle Kingsbury,Ricardo Romero,win
"February 05, 2011",Mike Pierce,Kenny Robertson,win
"January 22, 2011",Melvin Guillard,Evan Dunham,win
"January 22, 2011",Matt Mitrione,Tim Hague,win
"January 22, 2011",Mark Hominick,George Roop,win
"January 22, 2011",Pat Barry,Joey Beltran,win
"January 22, 2011",Matt Wiman,Cole Miller,win
"January 22, 2011",Yves Edwards,Cody McKenzie,win
"January 22, 2011",DaMarques Johnson,Mike Guymon,win
"January 22, 2011",Rani Yahya,Mike Brown,win
"January 22, 2011",Waylon Lowe,Willamy Freire,win
"January 22, 2011",Charlie Brenneman,Amilcar Alves,win
"January 22, 2011",Chris Cariaso,Will Campuzano,win
"January 01, 2011",Frankie Edgar,Gray Maynard,draw
"January 01, 2011",Brian Stann,Chris Leben,win
"January 01, 2011",Brandon Vera,Thiago Silva,nc
"January 01, 2011",Dong Hyun Kim,Nate Diaz,win
"January 01, 2011",Clay Guida,Takanori Gomi,win
"January 01, 2011",Jeremy Stephens,Marcus Davis,win
"January 01, 2011",Dustin Poirier,Josh Grispi,win
"January 01, 2011",Brad Tavares,Phil Baroni,win
"January 01, 2011",Diego Nunes,Mike Brown,win
"January 01, 2011",Daniel Roberts,Greg Soto,win
"January 01, 2011",Jacob Volkmann,Antonio McKee,win
"December 11, 2010",Georges St-Pierre,Josh Koscheck,win
"December 11, 2010",Stefan Struve,Sean McCorkle,win
"December 11, 2010",Jim Miller,Charles Oliveira,win
"December 11, 2010",Mac Danzig,Joe Stevenson,win
"December 11, 2010",Thiago Alves,John Howard,win
"December 11, 2010",Dan Miller,Joe Doerksen,win
"December 11, 2010",Mark Bocek,Dustin Hazelett,win
"December 11, 2010",Jesse Bongfeldt,Rafael Natal,draw
"December 11, 2010",Sean Pierson,Matthew Riddle,win
"December 11, 2010",Ricardo Almeida,TJ Grant,win
"December 11, 2010",John Makdessi,Pat Audinwood,win
"December 04, 2010",Jonathan Brookins,Michael Johnson,win
"December 04, 2010",Stephan Bonnar,Igor Pokrajac,win
"December 04, 2010",Demian Maia,Kendall Grove,win
"December 04, 2010",Rick Story,Johny Hendricks,win
"December 04, 2010",Leonard Garcia,Nam Phan,win
"December 04, 2010",Cody McKenzie,Aaron Wilkinson,win
"December 04, 2010",Ian Loveland,Tyler Toner,win
"December 04, 2010",Kyle Watson,Sako Chivitchian,win
"December 04, 2010",Nick Pace,Will Campuzano,win
"December 04, 2010",Pablo Garza,Fredson Paixao,win
"December 04, 2010",David Branch,Rich Attonito,win
"November 20, 2010",Quinton Jackson,Lyoto Machida,win
"November 20, 2010",BJ Penn,Matt Hughes,win
"November 20, 2010",Maiquel Falcao,Gerald Harris,win
"November 20, 2010",Phil Davis,Tim Boetsch,win
"November 20, 2010",George Sotiropoulos,Joe Lauzon,win
"November 20, 2010",Brian Foster,Matt Brown,win
"November 20, 2010",Mark Munoz,Aaron Simpson,win
"November 20, 2010",Dennis Hallman,Karo Parisyan,win
"November 20, 2010",Edson Barboza,Mike Lullo,win
"November 20, 2010",Paul Kelly,TJ O'Brien,win
"November 20, 2010",Nik Lentz,Tyson Griffin,win
"November 13, 2010",Yushin Okami,Nate Marquardt,win
"November 13, 2010",Dennis Siver,Andre Winner,win
"November 13, 2010",Amir Sadollah,Peter Sobotta,win
"November 13, 2010",Krzysztof Soszynski,Goran Reljic,win
"November 13, 2010",Duane Ludwig,Nick Osipczak,win
"November 13, 2010",Vladimir Matyushenko,Alexandre Ferreira,win
"November 13, 2010",Pascal Krauss,Mark Scanlon,win
"November 13, 2010",Kyle Noke,Rob Kimmons,win
"November 13, 2010",Karlos Vemola,Seth Petruzelli,win
"November 13, 2010",Carlos Eduardo Rocha,Kris McCray,win
"October 23, 2010",Cain Velasquez,Brock Lesnar,win
"October 23, 2010",Jake Shields,Martin Kampmann,win
"October 23, 2010",Diego Sanchez,Paulo Thiago,win
"October 23, 2010",Matt Hamill,Tito Ortiz,win
"October 23, 2010",Brendan Schaub,Gabriel Gonzaga,win
"October 23, 2010",Court McGee,Ryan Jensen,win
"October 23, 2010",Tom Lawlor,Patrick Cote,win
"October 23, 2010",Daniel Roberts,Mike Guymon,win
"October 23, 2010",Sam Stout,Paul Taylor,win
"October 23, 2010",Chris Camozzi,Dongi Yang,win
"October 23, 2010",Jon Madsen,Gilbert Yvel,win
"October 16, 2010",Michael Bisping,Yoshihiro Akiyama,win
"October 16, 2010",Carlos Condit,Dan Hardy,win
"October 16, 2010",Mike Pyle,John Hathaway,win
"October 16, 2010",Cheick Kongo,Travis Browne,draw
"October 16, 2010",Claude Patrick,James Wilks,win
"October 16, 2010",Alexander Gustafsson,Cyrille Diabate,win
"October 16, 2010",Rob Broughton,Vinicius Queiroz,win
"October 16, 2010",Paul Sass,Mark Holst,win
"October 16, 2010",Spencer Fisher,Curt Warburton,win
"October 16, 2010",Fabio Maldonado,James McSweeney,win
"September 25, 2010",Frank Mir,Mirko Filipovic,win
"September 25, 2010",Ryan Bader,Rogerio Nogueira,win
"September 25, 2010",Chris Lytle,Matt Serra,win
"September 25, 2010",Sean Sherk,Evan Dunham,win
"September 25, 2010",Melvin Guillard,Jeremy Stephens,win
"September 25, 2010",CB Dollaway,Joe Doerksen,win
"September 25, 2010",Matt Mitrione,Joey Beltran,win
"September 25, 2010",Thiago Tavares,Pat Audinwood,win
"September 25, 2010",Waylon Lowe,Steve Lopez,win
"September 25, 2010",TJ Grant,Julio Paulino,win
"September 25, 2010",Sean McCorkle,Mark Hunt,win
"September 15, 2010",Nate Marquardt,Rousimar Palhares,win
"September 15, 2010",Charles Oliveira,Efrain Escudero,win
"September 15, 2010",Jim Miller,Gleison Tibau,win
"September 15, 2010",Cole Miller,Ross Pearson,win
"September 15, 2010",Yves Edwards,John Gunderson,win
"September 15, 2010",Kyle Kingsbury,Jared Hamman,win
"September 15, 2010",David Branch,Tomasz Drwal,win
"September 15, 2010",Rich Attonito,Rafael Natal,win
"September 15, 2010",TJ Waldburger,David Mitchell,win
"September 15, 2010",Brian Foster,Forrest Petz,win
"August 28, 2010",Frankie Edgar,BJ Penn,win
"August 28, 2010",Randy Couture,James Toney,win
"August 28, 2010",Demian Maia,Mario Miranda,win
"August 28, 2010",Gray Maynard,Kenny Florian,win
"August 28, 2010",Nate Diaz,Marcus Davis,win
"August 28, 2010",Joe Lauzon,Gabe Ruediger,win
"August 28, 2010",Nik Lentz,Andre Winner,win
"August 28, 2010",Dan Miller,John Salter,win
"August 28, 2010",Greg Soto,Nick Osipczak,win
"August 28, 2010",Mike Pierce,Amilcar Alves,win
"August 07, 2010",Anderson Silva,Chael Sonnen,win
"August 07, 2010",Jon Fitch,Thiago Alves,win
"August 07, 2010",Clay Guida,Rafael Dos Anjos,win
"August 07, 2010",Matt Hughes,Ricardo Almeida,win
"August 07, 2010",Junior Dos Santos,Roy Nelson,win
"August 07, 2010",Rick Story,Dustin Hazelett,win
"August 07, 2010",Phil Davis,Rodney Wallace,win
"August 07, 2010",Johny Hendricks,Charlie Brenneman,win
"August 07, 2010",Tim Boetsch,Todd Brown,win
"August 07, 2010",Stefan Struve,Christian Morecraft,win
"August 07, 2010",Dennis Hallman,Ben Saunders,win
"August 01, 2010",Jon Jones,Vladimir Matyushenko,win
"August 01, 2010",Yushin Okami,Mark Munoz,win
"August 01, 2010",Jake Ellenberger,John Howard,win
